path,size_bytes,category,note
web-battery/audio/nback/b2_transition.mp3,45601,当前MP3指导语,
web-battery/audio/nback/b3_retry.mp3,68589,当前MP3指导语,
web-battery/audio/nback/b3_s01.mp3,86561,当前MP3指导语,
web-battery/audio/nback/b3_s02.mp3,86561,当前MP3指导语,
web-battery/audio/nback/b3_s03.mp3,77366,当前MP3指导语,
web-battery/audio/nback/b3_s04.mp3,89070,当前MP3指导语,
web-battery/audio/nback/b3_s05.mp3,71829,当前MP3指导语,
web-battery/audio/nback/b3_s06.mp3,58140,当前MP3指导语,
web-battery/audio/nback/b3_s07.mp3,42257,当前MP3指导语,
web-battery/audio/nback/b3_s08.mp3,40168,当前MP3指导语,
web-battery/audio/nback/b3_t1.mp3,173079,当前MP3指导语,
web-battery/audio/nback/b3_t2.mp3,60648,当前MP3指导语,
web-battery/audio/nback/b3_t3.mp3,55632,当前MP3指导语,
web-battery/audio/nback/b3_transition.mp3,41422,当前MP3指导语,
web-battery/audio/nback/b4_s01.mp3,49781,当前MP3指导语,
web-battery/audio/nback/b4_s02.mp3,34734,当前MP3指导语,
web-battery/audio/nback/b4_s03.mp3,62737,当前MP3指导语,
web-battery/audio/nback/b4_s04.mp3,50617,当前MP3指导语,
web-battery/audio/nback/b4_s05.mp3,69007,当前MP3指导语,
web-battery/audio/nback/b4_s06.mp3,39750,当前MP3指导语,
web-battery/audio/nback/b4_s07.mp3,48109,当前MP3指导语,
web-battery/audio/nback/b4_s08.mp3,48109,当前MP3指导语,
web-battery/audio/nback/b4_s09.mp3,37660,当前MP3指导语,
web-battery/audio/nback/b4_s10.mp3,42257,当前MP3指导语,
web-battery/audio/nback/shared_timeout.mp3,36406,当前MP3指导语,
web-battery/audio/precheck/s01.mp3,68589,当前MP3指导语,
web-battery/audio/precheck/s02.mp3,109549,当前MP3指导语,
web-battery/audio/rmet/s01.mp3,47273,当前MP3指导语,
web-battery/audio/rmet/s02.mp3,56886,当前MP3指导语,
web-battery/audio/rmet/s03.mp3,36406,当前MP3指导语,
web-battery/audio/rmet/s04.mp3,53542,当前MP3指导语,
web-battery/audio/rmet/s05.mp3,35988,当前MP3指导语,
web-battery/audio/rmet/s06.mp3,37242,当前MP3指导语,
web-battery/audio/rmet/s07.mp3,48109,当前MP3指导语,
web-battery/audio/rmet/s08.mp3,40168,当前MP3指导语,
web-battery/audio/sart/s01.mp3,41422,当前MP3指导语,
web-battery/audio/sart/s02.mp3,42675,当前MP3指导语,
web-battery/audio/sart/s03.mp3,54378,当前MP3指导语,
web-battery/audio/sart/s04.mp3,46855,当前MP3指导语,
web-battery/audio/sart/s05.mp3,41422,当前MP3指导语,
web-battery/audio/sart/s06.mp3,40168,当前MP3指导语,
web-battery/audio/sart/s07.mp3,27629,当前MP3指导语,
web-battery/audio/sart/s08.mp3,68589,当前MP3指导语,
web-battery/audio/sart/s09.mp3,63155,当前MP3指导语,
web-battery/audio/sart/s10.mp3,42675,当前MP3指导语,
web-battery/audio/sart/s11.mp3,43929,当前MP3指导语,
web-battery/audio/tmt/a0_s01.mp3,29301,当前MP3指导语,
web-battery/audio/tmt/a0_s02.mp3,69843,当前MP3指导语,
web-battery/audio/tmt/a0_s03.mp3,60230,当前MP3指导语,
web-battery/audio/tmt/a0_s04.mp3,35152,当前MP3指导语,
web-battery/audio/tmt/a0_s05.mp3,51871,当前MP3指导语,
web-battery/audio/tmt/a0_s06.mp3,64409,当前MP3指导语,
web-battery/audio/tmt/a0_s07.mp3,46855,当前MP3指导语,
web-battery/audio/tmt/a0_s08.mp3,33898,当前MP3指导语,
web-battery/audio/tmt/a0_s09.mp3,50617,当前MP3指导语,
web-battery/audio/tmt/a0_s10.mp3,32644,当前MP3指导语,
web-battery/audio/tmt/a0_s11.mp3,43929,当前MP3指导语,
web-battery/audio/tmt/a1_s01.mp3,71097,当前MP3指导语,
web-battery/audio/tmt/a1_s02.mp3,51035,当前MP3指导语,
web-battery/audio/tmt/a1_s03.mp3,29301,当前MP3指导语,
web-battery/audio/tmt/a1_s04.mp3,69843,当前MP3指导语,
web-battery/audio/tmt/a1_s05.mp3,35988,当前MP3指导语,
web-battery/audio/tmt/a1_s06.mp3,40168,当前MP3指导语,
web-battery/audio/tmt/b1_s01.mp3,104951,当前MP3指导语,
web-battery/audio/tmt/b1_s02.mp3,76948,当前MP3指导语,
web-battery/audio/tmt/b1_s03.mp3,29301,当前MP3指导语,
web-battery/audio/tmt/b1_s04.mp3,72351,当前MP3指导语,
web-battery/audio/tmt/b1_s05.mp3,92831,当前MP3指导语,
web-battery/audio/tmt/b1_s06.mp3,35988,当前MP3指导语,
web-battery/audio/tmt/b1_s07.mp3,40168,当前MP3指导语,
web-battery/audio/tmt/b1_s08.mp3,32644,当前MP3指导语,
web-battery/audio/tmt/b1_s09.mp3,43929,当前MP3指导语,
web-battery/audio/tmt/b2_s01.mp3,91577,当前MP3指导语,
web-battery/audio/tmt/b2_s02.mp3,34734,当前MP3指导语,
web-battery/audio/tmt/b2_s03.mp3,73604,当前MP3指导语,
web-battery/audio/tmt/b2_s04.mp3,124595,当前MP3指导语,
web-battery/audio/tmt/b2_s05.mp3,35988,当前MP3指导语,
web-battery/audio/tmt/b2_s06.mp3,40168,当前MP3指导语,
web-battery/audio/tmt/b2_s07.mp3,91577,当前MP3指导语,
web-battery/audio/tmt/b2_s08.mp3,32644,当前MP3指导语,
web-battery/audio/tmt/b2_s09.mp3,43929,当前MP3指导语,
web-battery/audio/tmt/b3_s01.mp3,104115,当前MP3指导语,
web-battery/audio/tmt/b3_s02.mp3,37242,当前MP3指导语,
web-battery/audio/tmt/b3_s03.mp3,71515,当前MP3指导语,
web-battery/audio/tmt/b3_s04.mp3,101608,当前MP3指导语,
web-battery/audio/tmt/b3_s05.mp3,35988,当前MP3指导语,
web-battery/audio/tmt/b3_s06.mp3,40168,当前MP3指导语,
web-battery/audio/tmt/b3_s07.mp3,87815,当前MP3指导语,
web-battery/audio/tmt/b3_s08.mp3,32644,当前MP3指导语,
web-battery/audio/tmt/b3_s09.mp3,43929,当前MP3指导语,
web-battery/audio/tmt/b4_s01.mp3,94084,当前MP3指导语,
web-battery/audio/tmt/b4_s02.mp3,37242,当前MP3指导语,
web-battery/audio/tmt/b4_s03.mp3,67753,当前MP3指导语,
web-battery/audio/tmt/b4_s04.mp3,112475,当前MP3指导语,
web-battery/audio/tmt/b4_s05.mp3,35988,当前MP3指导语,
web-battery/audio/tmt/b4_s06.mp3,40168,当前MP3指导语,
web-battery/audio/tmt/b4_s07.mp3,43929,当前MP3指导语,
web-battery/audio/tmt/rules_no_cross.mp3,28570,当前MP3指导语,
web-battery/audio/tmt/rules_one_stroke.mp3,42049,当前MP3指导语,
web-battery/audio/tmt/rules_s01.mp3,70261,当前MP3指导语,
web-battery/audio/tmt/rules_s02.mp3,84471,当前MP3指导语,
web-battery/audio/tmt/rules_s03.mp3,28047,当前MP3指导语,
web-battery/audio/tmt/rules_s04.mp3,53961,当前MP3指导语,
web-battery/audio/tmt/rules_s05.mp3,50200,当前MP3指导语,
web-battery/audio/tmt/rules_s06.mp3,42257,当前MP3指导语,
web-battery/audio/tmt/rules_s07.mp3,40168,当前MP3指导语,
web-battery/audio/tmt/rules_s08.mp3,50617,当前MP3指导语,
web-battery/audio/tmt/rules_s09.mp3,42675,当前MP3指导语,
web-battery/audio/tmt/rules_s10.mp3,43929,当前MP3指导语,
web-battery/audio/visuospatial/demo_0turn.mp3,78620,当前MP3指导语,
web-battery/audio/visuospatial/demo_1turn.mp3,79874,当前MP3指导语,
web-battery/audio/visuospatial/demo_2turn.mp3,77366,当前MP3指导语,
web-battery/audio/visuospatial/demo_3turn.mp3,79874,当前MP3指导语,
web-battery/audio/visuospatial/demo_end.mp3,59394,当前MP3指导语,
web-battery/audio/visuospatial/demo_intro.mp3,140060,当前MP3指导语,
web-battery/audio/visuospatial/guided_ask.mp3,36720,当前MP3指导语,
web-battery/audio/visuospatial/guided_correct.mp3,28257,当前MP3指导语,
web-battery/audio/visuospatial/guided_intro_s01.mp3,70889,当前MP3指导语,
web-battery/audio/visuospatial/guided_intro_s02.mp3,79352,当前MP3指导语,
web-battery/audio/visuospatial/guided_intro_s03.mp3,58036,当前MP3指导语,
web-battery/audio/visuospatial/guided_intro_s04.mp3,51767,当前MP3指导语,
web-battery/audio/visuospatial/guided_intro_s05.mp3,27316,当前MP3指导语,
web-battery/audio/visuospatial/guided_outro_s01.mp3,42049,当前MP3指导语,
web-battery/audio/visuospatial/guided_outro_s02.mp3,57096,当前MP3指导语,
web-battery/audio/visuospatial/guided_outro_s03.mp3,75277,当前MP3指导语,
web-battery/audio/visuospatial/guided_show_answer.mp3,67127,当前MP3指导语,
web-battery/audio/visuospatial/practice_click.mp3,32018,当前MP3指导语,
web-battery/audio/visuospatial/practice_diff.mp3,69948,当前MP3指导语,
web-battery/audio/visuospatial/practice_endpoint.mp3,37347,当前MP3指导语,
web-battery/audio/visuospatial/practice_predict.mp3,74650,当前MP3指导语,
web-battery/audio/visuospatial/practice_s01.mp3,77366,当前MP3指导语,
web-battery/audio/visuospatial/practice_s02.mp3,33062,当前MP3指导语,
web-battery/audio/visuospatial/practice_s03.mp3,83217,当前MP3指导语,
web-battery/audio/visuospatial/practice_s04.mp3,72768,当前MP3指导语,
web-battery/audio/visuospatial/practice_s05.mp3,51035,当前MP3指导语,
web-battery/audio/visuospatial/practice_s06.mp3,89487,当前MP3指导语,
web-battery/audio/visuospatial/practice_s07.mp3,58976,当前MP3指导语,
web-battery/audio/visuospatial/practice_s08.mp3,61902,当前MP3指导语,
web-battery/audio/visuospatial/practice_s09.mp3,42257,当前MP3指导语,
web-battery/audio/visuospatial/practice_upgrade.mp3,42049,当前MP3指导语,
web-battery/audio/visuospatial/practice_walked.mp3,57409,当前MP3指导语,
web-battery/audio/visuospatial/rules_s01.mp3,54378,当前MP3指导语,
web-battery/audio/visuospatial/rules_s02.mp3,74858,当前MP3指导语,
web-battery/audio/visuospatial/rules_s03.mp3,52288,当前MP3指导语,
web-battery/audio/visuospatial/rules_s04.mp3,76948,当前MP3指导语,
web-battery/audio/visuospatial/rules_s05.mp3,80710,当前MP3指导语,
web-battery/audio/visuospatial/rules_s06.mp3,65245,当前MP3指导语,
web-battery/audio/visuospatial/rules_s07.mp3,35988,当前MP3指导语,
web-battery/audio/vstmb/b1_s01.mp3,51871,当前MP3指导语,
web-battery/audio/vstmb/b1_s02.mp3,42675,当前MP3指导语,
web-battery/audio/vstmb/b1_s03.mp3,40168,当前MP3指导语,
web-battery/audio/vstmb/b1_s04.mp3,53124,当前MP3指导语,
web-battery/audio/vstmb/b1_s05.mp3,78620,当前MP3指导语,
web-battery/audio/vstmb/b1_s06.mp3,45601,当前MP3指导语,
web-battery/audio/vstmb/b1_s07.mp3,60648,当前MP3指导语,
web-battery/audio/vstmb/b1_s08.mp3,37660,当前MP3指导语,
web-battery/audio/vstmb/b1_s09.mp3,53124,当前MP3指导语,
web-battery/audio/vstmb/b1_s10.mp3,53124,当前MP3指导语,
web-battery/audio/vstmb/b1_s11.mp3,90323,当前MP3指导语,
web-battery/audio/vstmb/b1_s12.mp3,45601,当前MP3指导语,
web-battery/audio/vstmb/b1_s13.mp3,55632,当前MP3指导语,
web-battery/audio/vstmb/b1_s14.mp3,42675,当前MP3指导语,
web-battery/audio/vstmb/b1_s15.mp3,43929,当前MP3指导语,
web-battery/audio/vstmb/b2_s01.mp3,42675,当前MP3指导语,
web-battery/audio/vstmb/b2_s02.mp3,72351,当前MP3指导语,
web-battery/audio/vstmb/b2_s03.mp3,61902,当前MP3指导语,
web-battery/audio/vstmb/b2_s04.mp3,74022,当前MP3指导语,
web-battery/audio/vstmb/b2_s05.mp3,28883,当前MP3指导语,
web-battery/audio/vstmb/b2_s06.mp3,69843,当前MP3指导语,
web-battery/audio/vstmb/b2_s07.mp3,61902,当前MP3指导语,
web-battery/audio/vstmb/b2_s08.mp3,53124,当前MP3指导语,
web-battery/audio/vstmb/b2_s09.mp3,42675,当前MP3指导语,
web-battery/audio/vstmb/b2_s10.mp3,43929,当前MP3指导语,
web-battery/audio/vstmb/b3_s01.mp3,74858,当前MP3指导语,
web-battery/audio/vstmb/b3_s02.mp3,76112,当前MP3指导语,
web-battery/audio/vstmb/b3_s03.mp3,56886,当前MP3指导语,
web-battery/audio/vstmb/b3_s04.mp3,72351,当前MP3指导语,
web-battery/audio/vstmb/b3_s05.mp3,45601,当前MP3指导语,
web-battery/audio/vstmb/b3_s06.mp3,66081,当前MP3指导语,
web-battery/audio/vstmb/b3_s07.mp3,48109,当前MP3指导语,
web-battery/audio/vstmb/b3_s08.mp3,41422,当前MP3指导语,
web-battery/audio/vstmb/b3_s09.mp3,78620,当前MP3指导语,
web-battery/audio/vstmb/b3_s10.mp3,42675,当前MP3指导语,
web-battery/audio/vstmb/b3_s11.mp3,45601,当前MP3指导语,
开发文档/Flanker开发文档-许一桦(2).pdf,316872,原始开发文档,
开发文档/Flanker开发文档.md,15339,原始开发文档,
开发文档/N-back范式开发文档.md,16517,原始开发文档,
开发文档/N-back范式开发文档.pdf,1679616,原始开发文档,
开发文档/N-back视老化改造_文献依据.md,11320,原始开发文档,
开发文档/README.md,557,原始开发文档,
开发文档/SART产品文档-许一桦(1).pdf,1429448,原始开发文档,
开发文档/SART产品文档.md,12054,原始开发文档,
开发文档/TMT范式开发文档(1).pdf,1679969,原始开发文档,
开发文档/TMT范式开发文档.md,19719,原始开发文档,
开发文档/VSTMB范式编写手册.pdf,15683796,原始开发文档,
开发文档/视空间导航产品文档-刘晓烨.pdf,1191398,原始开发文档,
开发文档/视空间导航产品文档.md,25364,原始开发文档,
4月18日 修改/文献原文/Krueger_2009_Flanker_text提取.txt,32136,关键文献原文,
4月18日 修改/文献原文/Krueger_2009_Neurology_Flanker_FTD.pdf,1466786,关键文献原文,
4月18日 修改/文献原文/Parra_2020_Frontiers_Neurology_VSTMB_clinical_review.pdf,290102,关键文献原文,
4月18日 修改/文献原文/Parra_2025_Aging_Neuropsychol_VSTMB_oculomotor.pdf,1096108,关键文献原文,
4月18日 修改/文献原文/Parra_2025_VSTMB_text提取.txt,72346,关键文献原文,
4月18日 修改/文献原文/Robertson_1997_Neuropsychologia_SART.pdf,332358,关键文献原文,
4月18日 修改/文献原文/Robertson_1997_SART_text提取.txt,56399,关键文献原文,
4月18日 修改/文献原文/Suzuki_2018_Frontiers_Aging_Neurosci_N-back.pdf,1508268,关键文献原文,
4月18日 修改/文献原文/Suzuki_2018_N-back_text提取.txt,79824,关键文献原文,
docs/handoff/material_previews/material_preview_manifest.csv,9475,压缩材料预览,
docs/handoff/material_previews/nback.jpg,237232,压缩材料预览,
docs/handoff/material_previews/speech.jpg,108481,压缩材料预览,
docs/handoff/material_previews/vstmb.jpg,237366,压缩材料预览,
Flanker/README.md,353,旧版小代码/资料,
Flanker/实验程序/README.md,1246,旧版小代码/资料,
Flanker/实验程序/flanker_psychopy.py,27575,旧版小代码/资料,
Flanker/实验程序/generate_instruction_images.py,12782,旧版小代码/资料,
Flanker/实验程序 2/README.md,1246,旧版小代码/资料,
Flanker/实验程序 2/flanker_psychopy.py,36904,旧版小代码/资料,
Flanker/实验程序 2/generate_instruction_images.py,13060,旧版小代码/资料,
SART/README.md,284,旧版小代码/资料,
SART/SART/范式程序/data_manager.py,12640,旧版小代码/资料,
SART/SART/范式程序/experiment_manager.py,20407,旧版小代码/资料,
SART/SART/范式程序/main.py,7039,旧版小代码/资料,
SART/SART/范式程序/preview_screens.py,16113,旧版小代码/资料,
SART/SART/范式程序/stimulus_manager.py,7489,旧版小代码/资料,
N-back/N-back/NNNNNN-back.docx,106922,旧版小代码/资料,
N-back/N-back/README.md,5572,旧版小代码/资料,
N-back/N-back/gen_nback_instructions.py,15744,旧版小代码/资料,
N-back/N-back/generate_instruction_images.py,13339,旧版小代码/资料,
N-back/N-back/lists/B1_ListA.csv,1968,旧版小代码/资料,
N-back/N-back/lists/B2_ListA.csv,2034,旧版小代码/资料,
N-back/N-back/lists/B3_ListA.csv,3378,旧版小代码/资料,
N-back/N-back/lists/B4_ListA.csv,2120,旧版小代码/资料,
N-back/N-back/run/run_B1_last.py,30771,旧版小代码/资料,
N-back/N-back/run/run_B2_last.py,25607,旧版小代码/资料,
N-back/N-back/run/run_B3_last.py,33240,旧版小代码/资料,
N-back/N-back/run/run_B4_last.py,26790,旧版小代码/资料,
N-back/N-back/run/run_all.py,19560,旧版小代码/资料,
N-back/N-back/阿尔茨海默病早期认知行为标志物筛查项目实验明细_N-back.docx,49200,旧版小代码/资料,
TMT/初版TMT/README.md,7821,旧版小代码/资料,
TMT/初版TMT/gen/gen_A0_layouts.py,14707,旧版小代码/资料,
TMT/初版TMT/gen/gen_A1_layouts_color.py,11546,旧版小代码/资料,
TMT/初版TMT/gen/gen_B1_layouts.py,17120,旧版小代码/资料,
TMT/初版TMT/gen/gen_B2_layouts.py,19532,旧版小代码/资料,
TMT/初版TMT/gen/gen_B3_layouts.py,22504,旧版小代码/资料,
TMT/初版TMT/gen/gen_B4_layouts.py,24224,旧版小代码/资料,
TMT/初版TMT/gen/gen_B4_layouts_H.py,7929,旧版小代码/资料,
TMT/初版TMT/gen/gen_B4_layouts_L.py,6046,旧版小代码/资料,
TMT/初版TMT/gen/gen_B4_layouts_L_fixed.py,26367,旧版小代码/资料,
TMT/初版TMT/gen/gen_B4_layouts_L_project.py,24440,旧版小代码/资料,
TMT/初版TMT/run最终/gen_instructions.py,11886,旧版小代码/资料,
TMT/初版TMT/run最终/run_A0_updated.py,45134,旧版小代码/资料,
TMT/初版TMT/run最终/run_A1_updated.py,46594,旧版小代码/资料,
TMT/初版TMT/run最终/run_B1_updated.py,42437,旧版小代码/资料,
TMT/初版TMT/run最终/run_B2_updated.py,48479,旧版小代码/资料,
TMT/初版TMT/run最终/run_B3_updated.py,48145,旧版小代码/资料,
TMT/初版TMT/run最终/run_B4_updated.py,39715,旧版小代码/资料,
TMT/初版TMT/run最终/run_all_updated.py,16649,旧版小代码/资料,
TMT/初版TMT/连线测试开发规范版(暂未更新）.docx,25022,旧版小代码/资料,
VSTMB/VSTMB/README.md,1613,旧版小代码/资料,
VSTMB/VSTMB/config.json,1265,旧版小代码/资料,
VSTMB/VSTMB/data_manager.py,10900,旧版小代码/资料,
VSTMB/VSTMB/experiment_manager.py,34831,旧版小代码/资料,
VSTMB/VSTMB/main.py,27673,旧版小代码/资料,
VSTMB/VSTMB/stimulus_manager.py,15140,旧版小代码/资料,
VSTMB/VSTMB/使用说明.txt,6859,旧版小代码/资料,
VSTMB/VSTMB/文件清单.txt,4722,旧版小代码/资料,
空间导航/视空间范式/视空间/visuospatial_navigation_task(demonstration only)_1.12_1.py,32538,旧版小代码/资料,
社会认知/RMET【以此为基准】/RMET.py,6667,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/P.jpg,24580,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial1.jpg,33226,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial10.jpg,28399,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial2.jpg,30515,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial3.jpg,34198,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial4.jpg,27123,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial5.jpg,33261,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial6.jpg,28362,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial7.jpg,33069,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial8.jpg,24042,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/image/trial9.jpg,28101,旧版小代码/资料,
社会认知/RMET【以此为基准】/marterial/options_new.xlsx,9541,旧版小代码/资料,
画钟范式/CDT_PsychoPy_概述.docx,44265,旧版小代码/资料,
画钟范式/README.md,353,旧版小代码/资料,
画钟范式/clock.py,19123,旧版小代码/资料,
语音/260316语音(2).pptx,7803668,旧版小代码/资料,
语音/README.md,381,旧版小代码/资料,
